run,year,capex_mln,capex_cumulative_mln,procurement_mln,reservation_mln,take_or_pay_extra_mln,holding_mln,fixed_opex_mln,total_mln,discounted_mln,cost_per_served_t_mln
R08:MIT:TEAM_CHANNEL_A_CAPACITY,2035,0,0,1661.5572,61.5,0,24.4498341,0,1747.507034,1747.507034,17.47507034
R08:MIT:TEAM_CHANNEL_A_CAPACITY,2036,1430,1430,970.3055,79.5,0,9.44837152,6,2495.253872,2268.41261,18.60084065
R08:MIT:TEAM_CHANNEL_A_CAPACITY,2037,0,1430,1385.93082,102,0,0.18631856,12,1500.117139,1239.76623,10.15243447
R08:MIT:TEAM_CHANNEL_A_CAPACITY,2038,0,1430,1630.409007,102,0,12.60282583,82,1827.011832,1372.661031,7.30804733
R08:MIT:TEAM_CHANNEL_A_CAPACITY,2039,0,1430,2125.9781,102,0,18.4318641,82,2328.409964,1590.335335,7.276281138
R08:MIT:TEAM_CHANNEL_A_CAPACITY,2040,0,1430,1714.113667,102,824.6,5.171448344,82,1903.285115,1181.790312,4.880218244
R09:TEAM_MLI_DEGRADATION,2035,0,0,1661.5572,61.5,0,24.4498341,0,1747.507034,1747.507034,17.47507034
R09:TEAM_MLI_DEGRADATION,2036,1430,1430,970.3055,79.5,0,9.03521842,6,2494.840718,2268.037017,18.72178125
R09:TEAM_MLI_DEGRADATION,2037,0,1430,1273.1963,102,0,0.18631856,12,1387.382619,1146.597205,9.389474167
R09:TEAM_MLI_DEGRADATION,2038,0,1430,1640.515167,102,0,0.05993276,82,1824.575099,1370.830278,7.339860055
R09:TEAM_MLI_DEGRADATION,2039,0,1430,2125.9781,102,0,5.93351044,82,2315.91161,1581.798791,7.237223783
R09:TEAM_MLI_DEGRADATION,2040,0,1430,1714.113667,102,824.6,6.18751196,82,1904.301179,1182.421207,4.882823535
R09:MIT:TEAM_MLI_DEGRADATION,2035,0,0,1661.5572,61.5,0,24.4498341,0,1747.507034,1747.507034,17.47507034
R09:MIT:TEAM_MLI_DEGRADATION,2036,1430,1430,1010.3555,79.5,0,10.00908198,6,2535.864582,2305.331438,18.42486635
R09:MIT:TEAM_MLI_DEGRADATION,2037,0,1430,1273.1963,102,0,0.18631856,12,1387.382619,1146.597205,9.389474167
R09:MIT:TEAM_MLI_DEGRADATION,2038,0,1430,1640.515167,102,0,0.05993276,82,1824.575099,1370.830278,7.339860055
R09:MIT:TEAM_MLI_DEGRADATION,2039,0,1430,2125.9781,102,0,5.93351044,82,2315.91161,1581.798791,7.237223783
R09:MIT:TEAM_MLI_DEGRADATION,2040,0,1430,1714.113667,102,824.6,6.18751196,82,1904.301179,1182.421207,4.882823535
R10:TEAM_GEO_CHANNEL_A,2035,0,0,1661.5572,61.5,0,24.4498341,0,1747.507034,1747.507034,17.47507034
R10:TEAM_GEO_CHANNEL_A,2036,1430,1430,970.3055,79.5,0,9.44837152,6,2495.253872,2268.41261,18.60084065
R10:TEAM_GEO_CHANNEL_A,2037,0,1430,1273.1963,102,0,0.18631856,12,1387.382619,1146.597205,9.389474167
R10:TEAM_GEO_CHANNEL_A,2038,0,1430,1876.110207,102,0,0.05993276,82,2060.170139,1547.836318,8.287606533
R10:TEAM_GEO_CHANNEL_A,2039,0,1430,2361.57314,102,0,5.93351044,82,2551.50665,1742.713374,7.973458283
R10:TEAM_GEO_CHANNEL_A,2040,0,1430,1714.113667,102,824.6,6.18751196,82,1904.301179,1182.421207,4.882823535
